serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url
36,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0
37,3,2,7,1,0,0,-1,8,1,0,0,3.0,2,0
38,3,2,7,1,0,0,-1,8,0,0,0,1.0,2,0
39,3,3,11,1,0,0,0,12,0,0,0,1.0,3,0
40,1,2,3,1,0,0,-1,4,0,0,0,0.3333333333333333,2,0
41,4,2,11,1,0,1,0,12,0,0,0,4.0,2,0
42,1,1,1,1,0,0,-1,2,1,0,0,0.25,1,0
43,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
44,2,0,2,0,0,0,1,2,0,0,0,2.0,0,0
45,1,3,5,1,0,0,-1,6,0,0,0,0.5,3,0
46,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
47,7,2,15,1,0,1,-1,16,0,0,0,7.0,2,0
48,7,3,29,1,0,0,0,30,0,0,0,1.0,3,0
49,2,2,7,1,0,0,-1,8,0,0,0,0.2857142857142857,2,0
50,2,2,5,1,0,0,-1,6,0,0,0,1.0,2,0
51,0,0,11,1,0,0,0,0,0,0,0,0.0,0,1
52,0,0,11,1,0,0,0,0,0,0,0,0,0,1
53,0,0,11,1,0,0,0,0,0,0,0,0,0,1
54,1,2,3,1,0,0,-1,4,0,0,0,0,2,0
55,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
56,3,2,8,1,0,0,-1,9,2,0,0,3.0,2,0
57,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
58,6,3,19,2,0,0,-1,21,0,0,0,6.0,3,0
59,4,4,22,1,0,0,-1,23,0,0,0,0.6666666666666666,4,0
60,10,3,37,1,0,0,0,38,0,0,0,2.5,3,0
61,3,2,9,1,0,0,-1,10,0,0,0,0.3,2,0
62,7,3,25,2,0,1,-1,27,0,0,0,2.3333333333333335,3,0
63,2,3,9,1,0,0,1,10,0,0,0,0.2857142857142857,3,0
64,7,3,27,1,0,0,-1,28,0,0,0,3.5,3,0
65,4,3,17,1,0,0,-1,18,0,0,0,0.5714285714285714,3,0
66,9,3,30,0,0,0,8,30,0,0,0,2.25,3,0
67,4,3,15,1,0,0,-1,16,0,0,0,0.4444444444444444,3,0
68,5,2,14,1,0,0,-1,15,0,0,0,1.25,2,0
69,6,2,18,0,0,1,0,18,0,0,0,1.2,2,0
70,10,2,22,1,0,0,-1,23,1,0,0,1.6666666666666667,2,0
71,5,3,21,2,0,0,-1,23,0,0,0,0.5,3,0
72,4,4,23,1,0,0,-1,24,0,0,0,0.8,4,0
73,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
74,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
75,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
76,6,3,21,1,0,0,-1,22,0,0,0,2.0,3,0
77,6,2,16,2,0,0,-1,18,0,0,0,1.0,2,0
78,5,2,14,1,0,0,-1,15,0,0,0,0.8333333333333334,2,0
79,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
80,6,2,16,1,0,0,-1,17,0,0,0,6.0,2,0
81,4,2,12,1,1,0,-1,13,0,0,0,0.6666666666666666,2,0
82,2,2,5,1,0,0,-1,6,0,0,0,0.5,2,0
83,4,2,10,1,0,0,-1,11,0,0,0,2.0,2,0
84,2,2,7,1,0,0,-1,8,0,0,0,0.5,2,0
85,6,3,22,1,1,0,-1,23,0,0,0,3.0,3,0
86,6,2,15,1,1,0,-1,16,1,0,0,1.0,2,0
87,2,1,3,1,1,0,-1,4,0,0,0,0.3333333333333333,1,0
88,12,2,37,1,0,2,-1,38,0,0,0,6.0,2,0
89,1,0,0,0,1,0,-1,0,0,0,0,0.08333333333333333,0,0
90,7,2,18,1,0,0,-1,19,0,0,0,7.0,2,0
91,2,1,4,1,0,0,-1,5,1,0,0,0.2857142857142857,1,0
92,4,2,10,1,0,0,-1,11,0,0,0,2.0,2,0
93,1,0,0,0,2,0,-1,0,0,0,0,0.25,0,0
94,2,2,7,1,0,0,-1,8,0,0,0,2.0,2,0
95,2,1,4,1,0,0,-1,5,0,0,0,1.0,1,0
96,4,1,8,1,0,0,-1,9,0,0,0,2.0,1,0
97,1,1,1,1,0,0,-1,2,0,0,0,0.25,1,0
98,2,3,8,1,1,0,-1,9,0,0,0,2.0,3,0
99,3,1,5,1,0,0,0,6,0,0,0,1.5,1,0
100,3,1,5,1,4,0,-1,6,0,0,0,1.0,1,0
101,3,24,96,1,0,0,41,97,0,1,0,1.0,24,1
102,3,26,104,1,0,0,43,105,0,1,0,1.0,26,1
103,0,0,11,1,0,0,0,0,0,0,0,0.0,0,1
104,0,0,11,1,0,0,0,0,0,0,0,0,0,1
105,0,0,11,1,0,0,0,0,0,0,0,0,0,1
106,0,0,11,1,0,0,0,0,0,0,0,0,0,1
107,1,1,1,1,0,0,-1,2,0,0,0,0,1,0
108,5,2,13,1,0,0,-1,14,0,0,0,5.0,2,0
109,6,2,16,1,0,0,-1,17,1,0,0,1.2,2,0
110,10,2,28,1,0,0,-1,29,0,0,0,1.6666666666666667,2,0
111,1,1,1,1,0,0,-1,2,0,0,0,0.1,1,0
112,6,4,28,1,0,0,-1,29,0,0,0,6.0,4,0
113,2,2,5,1,0,0,-1,6,0,0,0,0.3333333333333333,2,0
114,7,2,21,1,0,0,-1,22,0,0,0,3.5,2,0
115,0,0,11,1,0,0,0,0,0,0,0,0.0,0,1
116,0,0,11,1,0,0,0,0,0,0,0,0,0,1
117,0,0,11,1,0,0,0,0,0,0,0,0,0,1
118,4,2,10,0,0,1,0,10,0,0,0,0,2,0
119,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0
120,5,2,15,1,0,0,-1,16,0,0,0,5.0,2,0
121,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0
122,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
123,6,2,13,1,0,0,-1,14,0,0,0,6.0,2,0
124,5,2,14,1,0,0,-1,15,0,0,0,0.8333333333333334,2,0
125,4,3,15,1,0,0,-1,16,0,0,0,0.8,3,0
126,2,3,8,1,0,0,-1,9,0,0,0,0.5,3,0
127,2,2,6,1,0,0,-1,7,0,0,0,1.0,2,0
128,2,1,4,1,1,0,-1,5,0,1,0,1.0,1,0
129,3,2,7,1,0,0,-1,8,0,0,0,1.5,2,0
130,2,2,6,1,0,0,-1,7,0,0,0,0.6666666666666666,2,0
131,3,3,11,1,0,0,-1,12,0,0,0,1.5,3,0
132,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0
133,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0
134,1,0,0,0,4,0,-1,0,0,0,0,0.5,0,0
135,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
136,5,2,16,1,0,0,-1,17,0,0,0,5.0,2,0
137,8,2,22,2,0,0,-1,24,2,0,0,1.6,2,0
138,4,2,11,1,0,0,-1,12,0,0,0,0.5,2,0
139,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
140,4,3,14,1,0,0,-1,15,0,0,0,4.0,3,0
141,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
142,6,2,14,1,0,0,-1,15,0,0,0,6.0,2,0
143,9,3,34,2,0,0,-1,36,1,0,0,1.5,3,0
144,4,2,13,1,0,0,-1,14,0,0,0,0.4444444444444444,2,0
145,1,0,0,0,4,0,-1,0,0,0,0,0.25,0,0
146,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
147,3,2,8,1,0,0,-1,9,2,0,0,3.0,2,0
148,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
149,3,2,9,1,0,1,0,10,0,0,0,3.0,2,0
150,2,4,10,2,0,0,-1,12,0,0,0,0.6666666666666666,4,0
151,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0
152,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0
153,4,2,11,1,0,0,-1,12,0,0,0,4.0,2,0
154,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0
155,2,2,7,1,0,0,-1,8,0,0,0,2.0,2,0
156,4,2,11,1,0,0,-1,12,0,0,0,2.0,2,0
157,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0
158,5,3,16,2,0,0,0,18,0,0,0,5.0,3,0
159,2,2,5,1,0,0,-1,6,1,0,0,0.4,2,0
160,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0
161,2,2,5,1,0,0,-1,6,0,0,0,2.0,2,0
162,4,2,13,1,0,0,-1,14,0,0,0,2.0,2,0
163,1,1,1,1,0,0,-1,2,0,0,0,0.25,1,0
164,1,2,4,1,0,0,-1,5,0,0,0,1.0,2,0
165,2,2,7,1,0,0,-1,8,0,0,0,2.0,2,0
166,2,2,5,1,0,0,-1,6,0,0,0,1.0,2,0
167,3,3,12,1,0,0,-1,13,0,0,0,1.5,3,0
168,2,2,6,1,0,0,-1,7,0,0,0,0.6666666666666666,2,0
169,1,1,1,1,0,0,-1,2,0,0,0,0.5,1,0
170,2,2,5,1,0,0,-1,6,0,0,0,2.0,2,0
171,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0
172,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
173,1,2,3,1,0,0,-1,4,0,0,0,0.3333333333333333,2,0
174,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0
175,3,3,12,2,0,0,1,14,0,0,0,3.0,3,0
176,1,2,3,1,0,0,-1,4,0,1,0,0.3333333333333333,2,0
177,3,2,7,1,0,0,-1,8,0,0,0,3.0,2,0
178,3,2,8,1,0,0,-1,9,0,0,0,1.0,2,0
179,2,3,8,1,0,0,-1,9,0,0,0,0.6666666666666666,3,0
180,1,0,0,0,1,0,-1,0,0,0,0,0.5,0,0
181,8,3,31,2,0,0,1,33,0,0,0,8.0,3,0
182,6,3,26,1,0,0,-1,27,0,0,0,0.75,3,0
183,6,4,31,0,0,0,-1,31,0,0,0,1.0,4,0
184,3,2,9,1,0,0,-1,10,1,0,0,0.5,2,0
185,7,3,23,1,0,1,-1,24,2,0,0,2.3333333333333335,3,0
186,3,2,10,1,0,0,-1,11,0,0,0,0.42857142857142855,2,0
187,1,0,0,0,3,0,-1,0,0,0,0,0.3333333333333333,0,0
188,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
189,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
190,4,4,19,1,0,0,-1,20,0,0,0,1.3333333333333333,4,0
191,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0
192,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0
193,1,2,3,1,3,0,-1,4,0,0,0,1.0,2,0
194,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0
195,7,2,20,3,0,0,-1,23,3,0,0,7.0,2,0
196,1,0,0,0,3,0,-1,0,0,0,0,0.14285714285714285,0,0
197,4,2,9,1,0,0,-1,10,0,0,0,4.0,2,0
198,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0
199,9,3,32,1,0,0,-1,33,0,0,0,9.0,3,0
200,4,3,14,1,0,0,-1,15,0,0,0,0.4444444444444444,3,0
201,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
202,1,1,1,1,0,0,-1,2,1,0,0,1.0,1,0
203,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0
204,6,2,19,1,0,0,-1,20,1,0,0,6.0,2,0
205,4,2,10,1,0,0,0,11,0,0,0,0.6666666666666666,2,0
206,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
207,7,2,19,1,0,0,-1,20,0,0,0,7.0,2,0
208,1,28,46,10,0,0,12,56,0,1,0,0.14285714285714285,28,1
209,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0
210,4,2,12,1,0,0,0,13,0,0,0,2.0,2,0
211,2,3,5,6,0,0,3,11,0,0,0,0.5,3,0
212,4,3,17,1,0,0,-1,18,0,0,0,2.0,3,0
213,2,2,7,1,0,0,-1,8,0,0,0,0.5,2,0
214,2,4,13,1,0,0,-1,14,0,0,0,1.0,4,0
215,4,3,16,1,0,0,-1,17,0,0,0,2.0,3,0
216,5,4,23,1,0,0,-1,24,0,0,0,1.25,4,0
217,5,3,17,1,0,0,-1,18,0,0,0,1.0,3,0
218,5,2,12,1,0,0,-1,13,1,0,0,1.0,2,0
219,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0
220,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
221,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
222,2,1,4,1,0,0,-1,5,0,0,0,2.0,1,0
223,1,1,2,1,0,0,-1,3,0,0,0,0.5,1,0
224,9,2,21,2,0,2,-1,23,0,0,0,9.0,2,0
225,1,0,0,0,1,0,-1,0,0,0,0,0.1111111111111111,0,0
226,1,2,3,1,0,0,-1,4,0,1,0,1.0,2,0
227,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
228,2,0,1,1,3,0,-1,2,0,0,0,2.0,0,0
229,4,2,12,1,0,1,-1,13,1,0,0,2.0,2,0
230,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0
231,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
232,2,1,4,1,0,0,-1,5,0,0,0,2.0,1,0
233,7,2,18,2,0,0,-1,20,0,0,0,3.5,2,0
234,5,1,9,1,0,1,2,10,0,0,0,0.7142857142857143,1,0
235,6,3,20,1,0,0,0,21,0,0,0,1.2,3,0
236,5,3,17,1,0,0,1,18,0,0,0,0.8333333333333334,3,0
237,7,2,21,1,0,1,-1,22,0,0,0,1.4,2,0
238,5,2,15,1,0,1,-1,16,0,0,0,0.7142857142857143,2,0
239,2,3,9,1,0,0,-1,10,0,0,0,0.4,3,0
240,1,1,2,1,0,0,-1,3,0,0,0,0.5,1,0
241,2,3,9,1,0,0,-1,10,0,0,0,2.0,3,0
242,8,2,25,1,0,0,-1,26,1,0,0,4.0,2,0
243,1,2,3,1,0,0,-1,4,0,1,0,0.125,2,0
244,3,2,10,1,0,0,-1,11,0,0,0,3.0,2,0
245,1,3,5,1,0,0,-1,6,0,1,0,0.3333333333333333,3,0
246,10,2,28,1,0,0,0,29,0,0,0,10.0,2,0
247,10,2,21,1,0,0,1,22,0,0,0,1.0,2,0
248,1,0,0,0,3,0,-1,0,0,0,0,0.1,0,0
249,5,2,14,1,0,1,-1,15,0,0,0,5.0,2,0
250,3,2,9,1,0,0,-1,10,0,0,0,0.6,2,0
251,2,2,6,1,0,0,-1,7,1,0,0,0.6666666666666666,2,0
252,6,3,20,1,0,0,-1,21,1,0,0,3.0,3,0
253,1,0,0,0,0,0,3,0,0,0,0,0.16666666666666666,0,0
254,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
255,10,2,23,1,1,1,4,24,0,0,0,3.3333333333333335,2,0
256,1,0,0,1,0,0,0,1,0,0,0,0.1,0,0
257,5,2,16,1,0,0,-1,17,0,0,0,5.0,2,0
258,2,0,1,1,0,0,-1,2,0,0,0,0.4,0,0
259,6,1,12,1,0,0,2,13,0,0,0,3.0,1,0
260,1,1,1,1,0,0,-1,2,0,0,0,0.16666666666666666,1,0
261,4,3,17,1,0,0,-1,18,0,0,0,4.0,3,0
262,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0
263,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
264,4,2,10,1,0,1,-1,11,0,0,0,4.0,2,0
265,3,3,12,1,0,0,0,13,0,0,0,0.75,3,0
266,4,3,15,1,0,0,-1,16,1,0,0,1.3333333333333333,3,0
267,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0
268,3,2,10,0,0,0,-1,10,0,0,0,3.0,2,0
269,1,1,1,1,0,0,-1,2,0,0,0,0.3333333333333333,1,0
270,3,2,10,1,0,0,-1,11,0,0,0,3.0,2,0
271,3,2,10,1,0,0,0,11,0,0,0,1.0,2,0
272,4,3,15,1,0,0,-1,16,0,0,0,1.3333333333333333,3,0
273,7,1,14,0,0,1,0,14,1,0,0,1.75,1,0
274,2,2,5,1,0,0,-1,6,0,0,0,0.2857142857142857,2,0
275,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0
276,5,2,14,1,0,0,0,15,0,0,0,5.0,2,0
277,4,2,12,1,0,0,-1,13,0,0,0,0.8,2,0
278,5,2,12,1,0,0,-1,13,0,0,0,1.25,2,0
279,3,2,8,1,0,0,-1,9,0,0,0,0.6,2,0
280,5,2,12,2,0,0,-1,14,0,0,0,1.6666666666666667,2,0
281,2,1,3,1,0,0,-1,4,0,0,0,0.4,1,0
282,5,2,11,1,0,0,1,12,0,0,0,2.5,2,0
283,2,2,6,0,0,0,-1,6,0,0,0,0.4,2,0
284,4,1,8,1,0,0,0,9,0,0,0,2.0,1,0
285,2,2,6,1,0,0,-1,7,0,0,0,0.5,2,0
286,10,2,28,1,0,1,-1,29,0,0,0,5.0,2,0
287,9,2,23,1,0,0,0,24,0,0,0,0.9,2,0
288,1,1,1,1,0,0,-1,2,0,0,0,0.1111111111111111,1,0
289,2,1,3,1,0,0,-1,4,0,0,0,2.0,1,0
290,2,2,5,1,0,0,-1,6,0,0,0,1.0,2,0
291,5,2,16,1,0,0,-1,17,0,0,0,2.5,2,0
292,1,0,0,0,0,0,3,0,0,0,0,0.2,0,0
293,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
294,5,2,14,1,0,1,-1,15,0,0,0,5.0,2,0
295,7,2,19,1,0,0,-1,20,0,0,0,1.4,2,0
296,4,1,7,1,0,0,3,8,0,0,0,0.5714285714285714,1,0
297,2,1,3,1,0,0,-1,4,0,0,0,0.5,1,0
298,6,2,13,5,0,0,-1,18,0,0,0,3.0,2,0
299,2,1,4,1,0,0,-1,5,0,0,0,0.3333333333333333,1,0
300,5,2,14,1,0,0,0,15,0,0,0,2.5,2,0
301,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
302,3,4,15,1,0,0,-1,16,0,0,0,3.0,4,0
303,2,1,5,0,0,0,0,5,0,0,0,0.6666666666666666,1,0
304,1,1,1,1,0,0,-1,2,0,0,0,0.5,1,0
305,4,2,12,1,0,0,-1,13,0,0,0,4.0,2,0
306,4,3,11,4,0,0,-1,15,0,0,0,1.0,3,0
307,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0
308,9,2,27,1,0,0,-1,28,0,0,0,9.0,2,0
309,1,2,3,1,0,0,-1,4,0,0,0,0.1111111111111111,2,0
310,4,2,12,2,0,0,0,14,0,0,0,4.0,2,0
311,1,1,1,1,0,0,-1,2,0,0,0,0.25,1,0
312,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0
313,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
314,6,2,19,1,0,0,-1,20,0,0,0,6.0,2,0
315,2,2,5,1,0,0,-1,6,1,0,0,0.3333333333333333,2,0
316,2,3,3,6,0,1,-1,9,0,0,0,1.0,3,0
317,5,3,14,6,0,1,-1,20,0,0,0,2.5,3,0
318,10,2,28,4,0,1,-1,32,0,0,0,2.0,2,0
319,5,1,6,3,0,0,3,9,0,0,0,0.5,1,0
320,8,2,23,1,0,1,-1,24,0,0,0,1.6,2,0
321,9,1,17,1,0,1,0,18,1,0,0,1.125,1,0
322,9,2,24,2,0,0,-1,26,0,0,0,1.0,2,0
323,5,2,13,2,0,1,-1,15,0,0,0,0.5555555555555556,2,0
324,6,3,20,1,0,0,-1,21,0,0,0,1.2,3,0
325,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
326,8,2,24,1,0,0,-1,25,0,0,0,8.0,2,0
327,5,2,13,0,0,0,2,13,1,0,0,0.625,2,0
328,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
329,4,2,11,0,0,0,3,11,0,0,0,4.0,2,0
330,6,3,15,7,0,0,-1,22,0,0,0,1.5,3,0
331,3,3,11,1,0,0,-1,12,0,0,0,0.5,3,0
332,5,3,17,1,0,0,-1,18,0,0,0,1.6666666666666667,3,0
333,1,0,0,1,0,0,0,1,0,0,0,0.2,0,0
334,2,1,4,1,0,0,-1,5,0,0,0,2.0,1,0
335,1,1,1,1,0,0,-1,2,0,0,0,0.5,1,0
336,2,2,5,1,0,0,-1,6,0,0,0,2.0,2,0
337,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0
338,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0
339,6,2,16,1,0,0,-1,17,0,0,0,6.0,2,0
340,1,1,1,1,0,0,-1,2,0,0,0,0.16666666666666666,1,0
341,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
342,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0
343,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
344,4,1,8,1,0,0,-1,9,0,0,0,4.0,1,0
345,9,2,28,1,0,0,-1,29,0,0,0,2.25,2,0
346,8,3,26,1,0,0,-1,27,1,0,0,0.8888888888888888,3,0
347,3,1,6,1,0,1,-1,7,2,0,0,0.375,1,0
348,3,2,9,1,1,0,-1,10,0,0,0,1.0,2,0
349,1,1,1,1,0,0,-1,2,1,0,0,0.3333333333333333,1,0
350,1,2,4,1,0,0,-1,5,0,0,0,1.0,2,0
351,5,2,15,1,0,0,-1,16,0,0,0,5.0,2,0
352,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
353,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
354,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
355,1,2,4,1,0,0,-1,5,0,0,0,0.3333333333333333,2,0
