[69.471633286501, 55.01255870181942, 67.87303887383084, 63.16045200400521, 64.55393037756205, 77.36672483864973]
[66.31339372104951, 60.28498659955482, 67.46430675163494, 60.63232206167316, 63.95265905557956, 76.60826278956738]
[68.69596299738994, 57.68323748048341, 67.67680533065484, 62.442838225009154, 64.23012382268823, 76.2606172729714]
[68.6755461805394, 59.11215574564359, 67.73060242595054, 62.074250116687054, 64.50907268678522, 76.63559076231216]
[68.79681018716761, 57.08554415775258, 68.45571639779071, 63.42837246545846, 65.09006688838147, 76.63776010300944]
[68.25160142403298, 59.77620790468416, 67.32240801343478, 63.022341534893336, 65.29724964245163, 76.43239592840074]
[67.30236702160809, 58.4623319335245, 67.24682375547789, 61.37326895954417, 64.17468132066311, 76.20603648635485]
[68.9146202638706, 58.25065149253242, 67.66969624418111, 64.63748083009203, 64.26889666097851, 76.9108857877842]
[68.20467485562905, 58.52721801160441, 67.36881258549002, 62.54576398431298, 64.09663652570211, 76.82041331593503]
[66.529205637565, 59.97985552410466, 68.31664086015526, 62.29761089334524, 64.06353944826512, 76.18300989682757]
[66.7688315675267, 57.65120406144046, 66.64671357717386, 60.709953513364944, 64.80532184975893, 76.47963239954206]
[67.93874976605278, 57.64238597969569, 67.9940167390902, 62.68233343394754, 63.94413046915172, 77.61488169202768]
[69.43364888228008, 58.261228869231545, 67.38933751502256, 63.33512449349592, 63.57930135184484, 76.35396716950906]
[68.2608962691319, 58.41928264644718, 67.63917333096656, 63.54617921754748, 64.44300371648076, 75.56722228413365]
[65.63161766647806, 59.21926209443074, 66.02670149215096, 59.60899281829536, 60.77601529103015, 72.98584590170339]
[70.08381308120133, 57.76133564646292, 67.80532427870286, 63.86040376687838, 63.60134913097469, 75.83482151853408]
[57.43569232660235, 63.26429497463882, 64.76930896429057, 56.080195023597305, 63.85385658961958, 74.14352694222967]
[68.23488811522671, 58.39539761972431, 67.8553999259626, 62.1157965080324, 64.01871723625182, 76.36199115708624]
