serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url
32,4,3,14,1,0,0,-1,15,0,0,0,4.0,3,0
33,1,0,0,0,5,0,-1,0,0,0,0,0.25,0,0
34,2,1,3,1,0,0,-1,4,0,0,0,2.0,1,0
35,3,2,10,1,0,0,-1,11,0,0,0,1.5,2,0
36,3,3,13,1,0,0,-1,14,0,0,0,1.0,3,0
37,4,3,17,1,0,0,-1,18,0,0,0,1.3333333333333333,3,0
38,2,1,3,1,0,1,-1,4,0,0,0,0.5,1,0
39,6,2,18,1,0,0,-1,19,0,0,0,3.0,2,0
40,5,2,14,1,0,1,-1,15,0,0,0,0.8333333333333334,2,0
41,6,3,24,1,0,0,-1,25,0,0,0,1.2,3,0
42,6,2,16,1,0,1,-1,17,1,0,0,1.0,2,0
43,4,2,12,1,0,0,-1,13,0,0,0,0.6666666666666666,2,0
44,4,3,15,1,0,0,6,16,0,1,2,1.0,3,0
45,1,0,0,0,5,0,-1,0,0,0,0,0.25,0,0
46,3,2,10,1,0,0,-1,11,0,0,0,3.0,2,0
47,7,3,26,1,0,0,-1,27,0,0,0,2.3333333333333335,3,0
48,6,3,20,1,0,0,-1,21,0,0,0,0.8571428571428571,3,0
49,7,2,21,1,0,0,-1,22,0,0,0,1.1666666666666667,2,0
50,1,0,0,0,0,0,1,0,0,0,0,0.14285714285714285,0,0
51,4,4,21,1,0,0,-1,22,1,0,0,4.0,4,0
52,6,3,24,2,0,0,-1,26,0,0,0,1.5,3,0
53,8,3,29,2,0,1,-1,31,0,0,0,1.3333333333333333,3,0
54,4,3,16,1,0,0,-1,17,0,0,0,0.5,3,0
55,6,3,23,1,0,0,-1,24,0,0,0,1.5,3,0
56,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0
57,3,2,9,1,0,0,-1,10,1,0,0,3.0,2,0
58,8,3,25,2,0,1,-1,27,1,0,0,2.6666666666666665,3,0
59,3,5,19,1,0,0,-1,20,0,0,0,0.375,5,0
60,11,3,43,1,0,6,-1,44,1,0,0,3.6666666666666665,3,0
61,4,2,10,1,0,1,-1,11,1,0,0,0.36363636363636365,2,0
62,8,3,32,1,0,0,-1,33,0,0,0,2.0,3,0
63,13,3,52,1,0,4,0,53,1,0,0,1.625,3,0
64,12,3,43,1,0,0,-1,44,0,0,0,0.9230769230769231,3,0
65,7,3,26,2,0,0,-1,28,1,0,0,0.5833333333333334,3,0
66,4,3,15,1,0,0,-1,16,1,0,0,0.5714285714285714,3,0
67,6,2,19,1,0,1,-1,20,1,0,0,1.5,2,0
68,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0
69,7,3,24,1,0,1,-1,25,2,0,0,7.0,3,0
70,5,3,15,4,0,0,-1,19,0,0,0,0.7142857142857143,3,0
71,9,4,41,1,0,0,0,42,1,0,0,1.8,4,0
72,8,3,32,1,0,0,-1,33,0,0,0,0.8888888888888888,3,0
73,8,3,27,2,0,0,-1,29,0,0,0,1.0,3,0
74,4,2,10,1,0,1,-1,11,0,0,0,0.5,2,0
75,1,2,3,1,0,0,-1,4,0,1,0,0.25,2,0
76,8,3,32,1,0,0,-1,33,0,0,0,8.0,3,0
77,8,2,21,3,0,0,-1,24,0,0,0,1.0,2,0
78,7,2,21,1,0,1,-1,22,0,0,0,0.875,2,0
79,5,3,19,1,0,0,-1,20,0,0,0,0.7142857142857143,3,0
80,1,1,2,1,0,0,-1,3,0,0,0,0.2,1,0
81,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0
82,3,2,7,3,0,0,-1,10,0,0,0,1.5,2,0
83,3,2,9,1,0,0,-1,10,0,0,0,1.0,2,0
84,4,2,12,1,0,0,-1,13,0,0,0,1.3333333333333333,2,0
85,5,3,17,1,0,0,-1,18,0,0,0,1.25,3,0
86,1,1,2,1,0,0,-1,3,0,0,0,0.2,1,0
87,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
88,5,3,18,1,0,0,-1,19,1,0,0,1.6666666666666667,3,0
89,6,3,22,1,0,0,0,23,1,0,0,1.2,3,0
90,6,3,22,1,0,0,-1,23,0,0,0,1.0,3,0
91,2,3,9,1,0,0,-1,10,0,0,0,0.3333333333333333,3,0
92,4,2,13,1,0,0,-1,14,0,0,0,2.0,2,0
93,6,2,19,1,0,1,-1,20,0,0,0,1.5,2,0
94,4,3,14,1,0,0,-1,15,0,0,0,0.6666666666666666,3,0
95,2,2,5,1,0,0,-1,6,0,0,0,0.5,2,0
96,8,3,28,1,0,0,-1,29,0,0,0,4.0,3,0
97,8,3,27,1,0,0,-1,28,0,0,0,1.0,3,0
98,9,3,33,1,0,0,-1,34,0,0,0,1.125,3,0
99,1,2,3,1,0,0,-1,4,0,0,0,0.1111111111111111,2,0
100,1,0,0,0,0,0,-1,0,0,0,0,1.0,0,0
101,2,3,9,1,0,0,-1,10,0,0,0,2.0,3,0
102,2,3,8,1,0,0,-1,9,0,0,0,1.0,3,0
103,5,3,18,1,0,0,-1,19,0,0,0,2.5,3,0
104,7,3,23,1,0,1,-1,24,0,0,0,1.4,3,0
105,5,3,16,2,0,0,-1,18,0,0,0,0.7142857142857143,3,0
106,5,1,9,1,0,4,-1,10,0,0,0,1.0,1,0
107,2,4,12,2,0,0,-1,14,0,0,0,0.4,4,0
108,6,2,19,1,0,0,-1,20,0,0,0,3.0,2,0
109,5,2,15,1,0,1,-1,16,0,0,0,0.8333333333333334,2,0
110,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
111,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
112,5,2,16,1,0,0,0,17,0,0,0,1.6666666666666667,2,0
113,10,3,34,1,0,0,-1,35,0,0,0,2.0,3,0
114,6,3,26,1,0,0,-1,27,0,0,0,0.6,3,0
115,5,3,19,1,0,0,-1,20,0,0,0,0.8333333333333334,3,0
116,1,0,0,0,0,0,-1,0,0,0,0,0.2,0,0
117,5,4,19,5,0,0,-1,24,0,0,0,5.0,4,0
118,1,3,6,1,0,0,-1,7,0,0,0,0.2,3,0
119,2,2,7,1,0,0,-1,8,0,0,0,2.0,2,0
120,3,2,10,1,0,0,0,11,0,0,0,1.5,2,0
121,4,2,12,1,0,0,-1,13,0,0,0,1.3333333333333333,2,0
122,7,3,24,1,0,0,-1,25,0,0,0,1.75,3,0
123,1,1,2,1,0,0,-1,3,0,0,0,0.14285714285714285,1,0
124,2,2,7,1,0,0,-1,8,0,0,0,2.0,2,0
125,5,3,21,1,0,0,-1,22,0,0,0,2.5,3,0
126,1,4,8,1,0,0,-1,9,0,0,0,0.2,4,0
127,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
128,9,2,27,2,0,0,-1,29,1,0,0,3.0,2,0
129,8,2,23,1,0,0,-1,24,0,0,0,0.8888888888888888,2,0
130,3,1,6,1,0,1,-1,7,2,0,0,0.375,1,0
131,6,3,26,1,0,0,-1,27,1,0,0,2.0,3,0
132,1,0,0,0,0,0,-1,0,0,0,0,0.16666666666666666,0,0
133,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
134,7,3,29,1,0,0,-1,30,0,0,0,2.3333333333333335,3,0
135,5,2,15,1,0,0,-1,16,0,0,0,0.7142857142857143,2,0
136,1,2,4,0,0,0,0,4,0,0,0,0.2,2,0
137,1,5,9,1,0,0,-1,10,0,0,0,1.0,5,0
138,1,4,8,1,0,0,-1,9,0,0,0,1.0,4,0
139,1,1,2,1,0,0,-1,3,2,0,0,1.0,1,0
140,6,2,17,2,0,0,-1,19,1,0,0,6.0,2,0
141,2,2,5,1,0,0,-1,6,0,0,0,0.3333333333333333,2,0
142,3,3,13,1,0,0,-1,14,0,0,0,1.5,3,0
