serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url,response_time
93,6,3,24,1,0,1,-1,25,1,0,0,0.75,3,0,960.0
94,5,2,13,4,0,0,-1,17,0,0,0,0.8333333333333334,2,0,960.0
95,7,3,25,1,0,0,-1,26,1,0,0,1.4,3,0,960.0
96,4,3,18,1,0,0,2,19,0,1,0,0.5714285714285714,3,0,780.0
97,8,2,19,5,0,0,-1,24,0,0,0,2.0,2,0,480.0
98,11,3,35,4,0,0,-1,39,0,0,0,1.375,3,0,480.0
99,7,4,34,1,0,0,-1,35,0,0,0,0.6363636363636364,4,0,120.0
100,5,5,27,3,0,1,-1,30,0,0,0,0.7142857142857143,5,0,60.0
101,4,3,14,1,0,0,-1,15,0,0,0,0.8,3,0,60.0
102,3,2,10,1,0,0,-1,11,0,0,0,0.75,2,0,60.0
103,12,3,42,1,0,8,-1,43,1,0,0,4.0,3,0,60.0
104,6,3,24,1,0,0,-1,25,0,0,0,0.5,3,0,0.0
105,5,2,15,1,0,0,-1,16,0,0,0,0.8333333333333334,2,0,60.0
106,6,4,27,1,0,0,-1,28,0,0,0,1.2,4,0,60.0
107,7,3,28,1,0,1,-1,29,0,0,0,1.1666666666666667,3,0,0.0
108,2,2,6,1,0,1,-1,7,0,0,0,0.2857142857142857,2,0,0.0
109,14,4,54,6,0,0,-1,60,0,0,0,7.0,4,0,0.0
110,13,2,35,3,0,0,-1,38,0,0,0,0.9285714285714286,2,0,0.0
111,1,2,3,1,0,0,-1,4,0,0,0,0.07692307692307693,2,0,0.0
112,6,4,29,1,0,0,0,30,0,0,0,6.0,4,0,0.0
113,1,0,0,0,0,0,1,0,0,0,0,0.16666666666666666,0,0,60.0
114,8,2,21,4,0,1,-1,25,0,0,0,8.0,2,0,0.0
115,4,4,22,1,0,0,-1,23,0,0,0,0.5,4,0,0.0
116,3,2,10,1,0,0,-1,11,1,0,0,0.75,2,0,0.0
117,7,3,25,1,3,0,-1,26,0,0,0,2.3333333333333335,3,0,0.0
118,7,2,18,2,0,0,-1,20,0,0,0,1.0,2,0,60.0
119,1,1,2,1,0,0,-1,3,0,0,0,0.14285714285714285,1,0,0.0
120,9,3,37,1,2,0,0,38,0,0,0,9.0,3,0,0.0
121,6,3,21,4,0,0,-1,25,1,0,0,0.6666666666666666,3,0,0.0
122,11,2,30,1,0,1,0,31,0,0,0,1.8333333333333333,2,0,0.0
123,1,2,3,1,0,0,-1,4,0,0,0,0.09090909090909091,2,0,60.0
124,1,3,6,1,0,0,-1,7,0,0,0,1.0,3,0,0.0
125,5,1,10,1,0,0,-1,11,0,0,0,5.0,1,0,0.0
126,6,3,24,1,0,0,-1,25,0,0,0,1.2,3,0,0.0
127,7,2,19,2,5,0,0,21,0,0,0,1.1666666666666667,2,0,60.0
128,2,2,6,1,0,0,-1,7,0,0,0,0.2857142857142857,2,0,0.0
129,8,3,31,3,0,0,0,34,0,0,0,4.0,3,0,60.0
130,3,2,9,1,0,0,-1,10,0,0,0,0.375,2,0,60.0
131,4,3,16,1,0,0,0,17,0,0,0,1.3333333333333333,3,0,0.0
132,4,3,18,1,0,0,-1,19,0,0,0,1.0,3,0,0.0
133,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0,0.0
134,7,3,24,1,0,1,-1,25,0,0,0,7.0,3,0,60.0
135,16,3,54,2,0,0,0,56,1,0,0,2.2857142857142856,3,0,0.0
136,6,3,23,1,0,0,0,24,0,0,0,0.375,3,0,0.0
137,5,4,24,1,0,0,0,25,0,0,0,0.8333333333333334,4,0,0.0
138,1,1,2,1,0,0,-1,3,0,0,0,0.2,1,0,60.0
139,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0,16620.0
140,2,1,4,1,0,0,-1,5,0,0,0,2.0,1,0,426240.0
141,5,2,13,2,0,0,-1,15,0,0,0,2.5,2,0,15960.0
142,5,2,12,1,0,1,-1,13,1,0,0,1.0,2,0,36000.0
143,3,4,16,1,0,0,-1,17,1,0,0,0.6,4,0,1260.0
144,1,1,2,1,0,0,-1,3,0,0,0,0.3333333333333333,1,0,600.0
145,5,4,24,1,0,0,-1,25,1,0,0,5.0,4,0,60.0
146,5,2,12,1,0,1,-1,13,1,0,0,1.0,2,0,120.0
147,12,3,47,2,0,1,-1,49,1,0,0,2.4,3,0,60.0
148,6,4,29,1,0,0,-1,30,0,0,0,0.5,4,0,60.0
149,6,3,20,3,0,0,-1,23,0,0,0,1.0,3,0,0.0
150,1,5,10,0,0,0,-1,10,0,0,0,0.16666666666666666,5,0,60000.0
151,2,4,12,1,0,0,-1,13,0,0,0,2.0,4,0,16980.0
152,5,2,13,1,0,1,-1,14,1,0,0,2.5,2,0,120.0
