serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url
43,5,3,20,1,0,0,-1,21,0,0,0,0.7142857142857143,3,0
44,4,3,14,1,0,0,-1,15,0,0,0,0.8,3,0
45,5,4,26,1,0,0,-1,27,0,0,0,1.25,4,0
46,4,4,19,1,0,0,-1,20,0,0,0,0.8,4,0
47,7,3,25,1,0,0,0,26,1,0,0,1.75,3,0
48,2,2,5,1,0,0,-1,6,0,0,0,0.2857142857142857,2,0
49,5,2,16,1,0,1,0,17,0,0,0,2.5,2,0
50,6,3,23,1,0,0,-1,24,0,0,0,1.2,3,0
51,5,3,17,1,0,0,-1,18,0,0,0,0.8333333333333334,3,0
52,14,3,53,1,0,0,1,54,0,0,0,2.8,3,0
53,9,3,32,1,0,0,-1,33,0,0,0,0.6428571428571429,3,0
54,8,2,23,2,0,2,0,25,1,0,0,0.8888888888888888,2,0
55,9,3,31,0,0,0,2,31,0,0,0,1.125,3,0
56,6,3,25,1,0,0,-1,26,0,0,0,0.6666666666666666,3,0
57,2,1,4,1,0,0,0,5,0,0,0,0.3333333333333333,1,0
58,3,1,5,0,0,0,0,5,0,0,0,1.5,1,0
59,6,2,18,0,0,0,0,18,0,0,0,2.0,2,0
60,9,3,34,1,0,0,-1,35,0,0,0,1.5,3,0
61,3,2,8,1,0,0,-1,9,1,0,0,0.3333333333333333,2,0
62,6,3,23,1,0,1,-1,24,1,0,0,2.0,3,0
63,3,2,9,1,0,0,-1,10,0,0,0,0.5,2,0
64,1,1,2,1,0,0,-1,3,0,0,0,0.3333333333333333,1,0
65,4,3,17,1,0,0,-1,18,0,0,0,4.0,3,0
66,5,2,15,1,0,0,1,16,0,0,0,1.25,2,0
67,5,2,11,1,0,1,-1,12,0,0,0,1.0,2,0
68,1,1,2,1,0,0,0,3,0,0,0,0.2,1,0
69,7,2,19,1,0,0,1,20,1,0,0,7.0,2,0
70,1,2,3,1,0,0,-1,4,0,1,0,0.14285714285714285,2,0
71,7,2,20,1,3,1,-1,21,4,0,0,7.0,2,0
72,8,3,31,1,0,1,0,32,0,0,0,1.1428571428571428,3,0
73,10,2,29,1,0,1,0,30,0,0,0,1.25,2,0
74,15,3,52,2,0,1,0,54,0,0,0,1.5,3,0
75,6,3,23,3,0,0,-1,26,0,0,0,0.4,3,0
76,4,2,9,1,0,0,-1,10,0,0,0,0.6666666666666666,2,0
77,8,3,25,3,0,1,-1,28,0,0,0,2.0,3,0
78,6,3,20,1,0,0,-1,21,0,0,0,0.75,3,0
79,1,1,2,1,0,0,-1,3,0,0,0,0.16666666666666666,1,0
80,7,2,21,1,0,0,-1,22,0,0,0,7.0,2,0
81,7,3,30,1,0,0,-1,31,0,0,0,1.0,3,0
82,4,3,14,1,1,0,0,15,0,1,0,0.5714285714285714,3,0
83,7,3,23,1,0,0,-1,24,0,0,0,1.75,3,0
84,9,3,29,1,0,0,-1,30,0,0,0,1.2857142857142858,3,0
85,5,3,18,1,0,2,0,19,0,0,0,0.5555555555555556,3,0
86,4,3,15,1,0,0,-1,16,0,0,0,0.8,3,0
87,8,2,23,1,0,1,-1,24,0,0,0,2.0,2,0
88,7,2,22,1,0,0,-1,23,0,0,0,0.875,2,0
89,4,2,9,1,0,0,-1,10,0,0,0,0.5714285714285714,2,0
90,1,2,3,1,0,0,-1,4,0,1,0,0.25,2,0
91,4,3,16,1,0,0,-1,17,0,0,0,4.0,3,0
92,2,2,5,1,0,0,-1,6,0,0,0,0.5,2,0
93,4,3,16,1,0,0,-1,17,0,0,0,2.0,3,0
94,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
95,6,2,17,1,0,1,-1,18,0,0,0,6.0,2,0
96,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0
97,3,3,12,1,0,0,-1,13,0,0,0,3.0,3,0
98,6,2,15,1,0,0,0,16,1,0,0,2.0,2,0
99,4,3,17,1,0,0,-1,18,0,0,0,0.6666666666666666,3,0
100,2,3,8,1,0,0,-1,9,0,0,0,0.5,3,0
101,4,2,9,1,0,0,-1,10,0,0,0,2.0,2,0
102,11,2,30,2,0,0,-1,32,2,0,0,2.75,2,0
103,12,3,37,6,0,0,0,43,1,0,0,1.0909090909090908,3,0
104,5,2,14,1,0,1,-1,15,1,0,0,0.4166666666666667,2,0
105,4,2,13,1,0,0,-1,14,0,0,0,0.8,2,0
106,0,0,11,1,0,0,0,0,0,0,0,0.0,0,1
107,0,0,11,1,0,0,0,0,0,0,0,0,0,1
108,0,0,11,1,0,0,0,0,0,0,0,0,0,1
109,5,3,19,1,0,0,-1,20,0,0,0,0,3,0
110,6,2,18,1,0,1,-1,19,1,0,0,1.2,2,0
111,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0
112,4,1,7,0,0,0,0,7,0,0,0,4.0,1,0
113,3,2,7,1,0,0,-1,8,0,0,0,0.75,2,0
114,1,1,2,1,0,0,-1,3,0,0,0,0.3333333333333333,1,0
115,6,2,13,2,0,0,0,15,0,0,0,6.0,2,0
116,3,1,7,0,0,0,0,7,0,0,0,0.5,1,0
117,2,5,16,1,0,0,-1,17,0,0,0,0.6666666666666666,5,0
118,2,0,2,0,0,0,1,2,0,0,0,1.0,0,0
119,8,2,20,1,0,1,0,21,0,0,0,4.0,2,0
120,2,1,3,0,0,0,1,3,0,0,0,0.25,1,0
121,5,1,10,1,0,0,0,11,0,0,0,2.5,1,0
122,3,2,9,1,0,0,-1,10,0,0,0,0.6,2,0
123,1,5,9,1,0,0,-1,10,0,0,0,0.3333333333333333,5,0
124,11,3,40,1,0,2,1,41,0,0,0,11.0,3,0
125,5,3,17,1,0,0,-1,18,2,0,0,0.45454545454545453,3,0
126,2,2,5,1,0,1,-1,6,0,0,0,0.4,2,0
127,6,3,24,1,0,0,-1,25,1,0,0,3.0,3,0
128,7,3,22,2,0,0,-1,24,1,0,0,1.1666666666666667,3,0
129,5,2,15,1,0,0,-1,16,0,0,0,0.7142857142857143,2,0
130,4,3,13,2,0,0,0,15,0,0,0,0.8,3,0
131,1,0,0,0,4,0,-1,0,0,0,0,0.25,0,0
132,7,3,23,1,0,1,-1,24,0,0,0,7.0,3,0
133,1,0,0,0,0,0,-1,0,0,0,0,0.14285714285714285,0,0
134,5,2,12,1,0,0,-1,13,0,0,0,5.0,2,0
135,1,0,0,0,1,0,-1,0,0,0,0,0.2,0,0
136,11,3,36,1,0,0,-1,37,0,0,0,11.0,3,0
137,1,0,0,0,3,0,-1,0,0,0,0,0.09090909090909091,0,0
138,4,2,13,1,0,0,-1,14,0,0,0,4.0,2,0
139,6,1,12,1,0,0,0,13,0,0,0,1.5,1,0
140,8,3,27,1,0,1,-1,28,0,0,0,1.3333333333333333,3,0
141,5,4,28,1,0,0,-1,29,0,0,0,0.625,4,0
142,1,0,0,0,4,0,-1,0,0,0,0,0.2,0,0
143,5,2,15,2,0,0,-1,17,1,0,0,5.0,2,0
144,5,2,13,1,0,0,-1,14,0,0,0,1.0,2,0
145,9,2,27,2,0,1,-1,29,0,0,0,1.8,2,0
146,3,6,23,1,0,0,-1,24,2,0,0,0.3333333333333333,6,0
147,5,3,18,1,0,0,-1,19,0,0,0,1.6666666666666667,3,0
148,7,2,18,1,0,0,0,19,0,0,0,1.4,2,0
149,6,3,21,1,0,0,-1,22,0,0,0,0.8571428571428571,3,0
150,2,1,4,1,0,1,-1,5,0,0,0,0.3333333333333333,1,0
151,6,2,17,1,0,0,-1,18,2,0,0,3.0,2,0
152,1,1,1,1,0,0,-1,2,2,0,0,0.16666666666666666,1,0
153,10,4,42,2,0,1,1,44,0,0,0,10.0,4,0
154,5,2,15,1,0,0,-1,16,0,0,0,0.5,2,0
155,9,3,28,2,0,0,-1,30,1,0,0,1.8,3,0
156,3,2,8,1,0,0,-1,9,0,0,0,0.3333333333333333,2,0
157,6,3,22,1,0,0,-1,23,0,0,0,2.0,3,0
158,6,4,32,1,0,0,-1,33,0,0,0,1.0,4,0
159,9,3,31,1,0,1,-1,32,1,0,0,1.5,3,0
160,1,0,0,0,3,0,-1,0,0,0,0,0.1111111111111111,0,0
161,1,0,0,0,4,0,-1,0,0,0,0,1.0,0,0
162,4,3,13,2,0,0,-1,15,0,0,0,4.0,3,0
163,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
164,4,3,14,1,0,0,-1,15,1,0,0,4.0,3,0
165,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0
166,4,2,12,1,0,0,-1,13,0,0,0,4.0,2,0
167,5,3,19,1,0,0,-1,20,0,0,0,1.25,3,0
168,3,3,10,2,0,0,2,12,0,1,0,0.6,3,0
169,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
170,6,3,21,1,0,1,-1,22,0,0,0,6.0,3,0
171,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
172,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
173,1,2,3,1,0,0,-1,4,0,0,0,0.3333333333333333,2,0
174,5,3,20,1,0,0,-1,21,1,0,0,5.0,3,0
175,4,2,12,1,0,0,-1,13,0,0,0,0.8,2,0
176,4,2,13,1,0,0,-1,14,0,0,0,1.0,2,0
177,1,0,0,0,0,0,-1,0,0,0,0,0.25,0,0
178,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
179,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
180,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0
181,4,2,12,1,0,0,-1,13,0,0,0,4.0,2,0
182,2,3,10,1,0,0,-1,11,0,0,0,0.5,3,0
183,4,2,11,1,0,0,-1,12,0,0,0,2.0,2,0
184,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
185,2,2,7,1,0,0,-1,8,0,1,0,2.0,2,0
186,3,2,7,1,0,0,-1,8,0,0,0,1.5,2,0
187,2,5,14,1,0,0,-1,15,0,0,0,0.6666666666666666,5,0
188,2,2,6,0,0,0,0,6,0,0,0,1.0,2,0
189,4,3,16,1,0,0,-1,17,0,0,0,2.0,3,0
190,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
191,5,3,18,1,0,0,-1,19,0,0,0,5.0,3,0
192,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
193,1,0,0,0,3,0,-1,0,0,0,0,1.0,0,0
194,7,2,17,1,0,0,0,18,0,0,0,7.0,2,0
195,2,1,4,1,0,0,-1,5,0,0,0,0.2857142857142857,1,0
196,3,3,11,1,0,1,-1,12,1,0,0,1.5,3,0
197,4,3,17,1,0,0,-1,18,0,0,0,1.3333333333333333,3,0
198,0,0,11,1,0,0,0,0,0,0,0,0.0,0,1
199,1,0,0,0,3,0,-1,0,0,0,0,0,0,0
200,3,2,9,1,0,1,-1,10,0,0,0,3.0,2,0
201,3,3,12,1,0,0,1,13,0,0,0,1.0,3,0
202,3,3,11,1,5,0,-1,12,0,0,0,1.0,3,0
203,4,4,20,1,0,1,-1,21,0,0,0,1.3333333333333333,4,0
204,1,0,0,0,0,0,1,0,0,0,0,0.25,0,0
205,2,1,4,1,0,0,-1,5,0,0,0,2.0,1,0
206,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0
207,1,1,2,1,0,0,-1,3,0,0,0,0.5,1,0
208,3,2,9,1,0,0,-1,10,1,0,0,3.0,2,0
209,3,3,11,1,0,0,-1,12,0,0,0,1.0,3,0
210,11,4,46,2,0,0,0,48,0,0,0,3.6666666666666665,4,0
211,11,3,36,2,0,0,-1,38,0,0,0,1.0,3,0
212,13,2,37,1,0,0,0,38,2,0,0,1.1818181818181819,2,0
213,4,4,19,1,0,0,-1,20,1,0,0,0.3076923076923077,4,0
214,1,0,0,0,4,0,-1,0,0,0,0,0.25,0,0
215,1,1,2,1,4,0,-1,3,0,0,0,1.0,1,0
216,4,2,11,1,0,0,-1,12,0,0,0,4.0,2,0
217,1,0,0,0,4,0,-1,0,0,0,0,0.25,0,0
218,6,3,20,1,0,0,-1,21,1,0,0,6.0,3,0
219,3,2,9,1,4,0,-1,10,0,0,0,0.5,2,0
220,5,3,19,1,0,0,-1,20,0,0,0,1.6666666666666667,3,0
221,5,3,18,1,0,1,-1,19,0,0,0,1.0,3,0
222,5,2,14,1,0,3,3,15,1,1,0,1.0,2,0
223,2,2,6,1,0,0,0,7,0,0,0,0.4,2,0
224,6,2,15,2,0,1,0,17,0,0,0,3.0,2,0
225,5,3,21,1,0,0,-1,22,0,0,0,0.8333333333333334,3,0
226,3,2,8,1,0,0,-1,9,0,0,0,0.6,2,0
227,1,0,0,0,5,0,-1,0,0,0,0,0.3333333333333333,0,0
228,8,3,25,2,0,1,-1,27,0,0,0,8.0,3,0
229,8,3,28,1,0,0,-1,29,0,0,0,1.0,3,0
230,5,2,13,1,0,0,1,14,0,0,0,0.625,2,0
231,16,3,56,3,0,0,0,59,1,0,0,3.2,3,0
232,6,3,22,1,0,0,1,23,0,0,0,0.375,3,0
233,4,3,17,1,0,0,0,18,0,1,0,0.6666666666666666,3,0
234,1,2,4,1,0,0,-1,5,0,0,0,0.25,2,0
235,12,3,44,1,0,1,-1,45,0,0,0,12.0,3,0
236,1,2,3,1,0,0,-1,4,0,0,0,0.08333333333333333,2,0
237,4,2,12,1,0,1,-1,13,0,0,0,4.0,2,0
238,6,3,21,1,0,1,-1,22,0,0,0,1.5,3,0
239,7,3,22,2,0,0,-1,24,0,0,0,1.1666666666666667,3,0
240,5,3,17,1,0,1,-1,18,0,0,0,0.7142857142857143,3,0
241,9,3,32,2,4,0,-1,34,0,0,0,1.8,3,0
242,6,2,17,1,0,0,-1,18,0,0,0,0.6666666666666666,2,0
243,7,3,28,1,0,0,0,29,1,0,0,1.1666666666666667,3,0
244,5,2,16,1,4,0,-1,17,0,0,0,0.7142857142857143,2,0
245,4,3,15,2,0,0,-1,17,0,0,0,0.8,3,0
246,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
247,6,3,22,1,0,0,-1,23,0,0,0,6.0,3,0
248,1,1,2,1,0,0,-1,3,0,0,0,0.16666666666666666,1,0
249,7,3,24,3,0,0,-1,27,0,0,0,7.0,3,0
250,5,3,21,1,0,0,-1,22,0,0,0,0.7142857142857143,3,0
251,5,3,17,1,0,0,-1,18,0,0,0,1.0,3,0
252,3,4,15,1,4,0,-1,16,0,0,0,0.6,4,0
253,5,2,15,1,0,1,-1,16,0,0,0,1.6666666666666667,2,0
254,8,2,21,5,0,0,-1,26,1,0,0,1.6,2,0
255,6,2,18,1,0,0,-1,19,0,0,0,0.75,2,0
256,3,2,9,1,0,0,-1,10,0,0,0,0.5,2,0
257,10,3,36,2,0,1,-1,38,1,0,0,3.3333333333333335,3,0
258,2,4,11,1,0,0,1,12,0,0,0,0.2,4,0
259,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0
260,9,3,36,2,0,0,-1,38,1,0,0,9.0,3,0
261,5,2,15,1,0,0,-1,16,0,0,0,0.5555555555555556,2,0
262,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0
263,6,3,21,2,0,1,-1,23,0,0,0,6.0,3,0
264,11,4,49,1,0,0,-1,50,0,0,0,1.8333333333333333,4,0
265,1,0,0,0,5,0,-1,0,0,0,0,0.09090909090909091,0,0
266,10,3,33,1,0,1,-1,34,0,0,0,10.0,3,0
267,5,2,15,1,0,0,-1,16,0,0,0,0.5,2,0
268,4,2,12,1,0,0,-1,13,0,0,0,0.8,2,0
269,10,3,34,1,0,0,-1,35,0,0,0,2.5,3,0
270,1,3,6,1,0,0,-1,7,0,0,0,0.1,3,0
271,1,0,0,0,5,0,-1,0,0,0,0,1.0,0,0
272,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
273,8,3,29,1,0,0,-1,30,0,0,0,2.6666666666666665,3,0
274,1,4,8,1,0,0,-1,9,0,0,0,0.125,4,0
275,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
276,8,3,26,4,0,0,-1,30,0,0,0,2.6666666666666665,3,0
277,12,3,44,2,0,2,-1,46,2,0,0,1.5,3,0
278,10,2,26,2,0,0,-1,28,0,0,0,0.8333333333333334,2,0
279,2,4,13,1,0,0,2,14,0,1,0,0.2,4,0
280,10,3,31,2,0,0,0,33,0,0,0,5.0,3,0
281,2,2,6,0,0,0,0,6,0,0,0,0.2,2,0
282,6,6,43,1,0,0,-1,44,0,0,0,3.0,6,0
283,5,3,18,1,0,1,-1,19,0,0,0,0.8333333333333334,3,0
284,5,1,10,1,0,0,-1,11,1,0,0,1.0,1,0
285,6,3,24,1,0,0,-1,25,0,0,0,1.2,3,0
286,4,3,14,1,4,0,-1,15,0,0,0,0.6666666666666666,3,0
287,7,3,28,1,0,0,-1,29,0,0,0,1.75,3,0
288,19,3,73,1,0,0,1,74,1,0,0,2.7142857142857144,3,0
289,7,3,25,1,0,0,-1,26,1,0,0,0.3684210526315789,3,0
290,14,3,49,1,0,0,-1,50,1,0,0,2.0,3,0
291,1,0,0,0,4,0,-1,0,0,0,0,0.07142857142857142,0,0
292,5,4,25,1,0,0,-1,26,0,0,0,5.0,4,0
293,2,7,21,1,0,0,-1,22,0,0,0,0.4,7,0
294,2,2,6,1,0,0,-1,7,0,0,0,1.0,2,0
295,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0
296,1,0,0,0,5,0,-1,0,0,0,0,0.5,0,0
297,1,0,0,0,0,0,-1,0,0,0,0,1.0,0,0
298,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
299,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
300,5,3,20,1,0,0,-1,21,0,0,0,5.0,3,0
301,8,3,33,2,0,0,-1,35,0,0,0,1.6,3,0
302,11,2,32,1,0,1,0,33,0,0,0,1.375,2,0
303,1,0,0,0,3,0,-1,0,0,0,0,0.09090909090909091,0,0
304,6,3,21,1,0,0,-1,22,1,0,0,6.0,3,0
305,29,4,136,1,0,2,6,137,0,1,0,4.833333333333333,4,0
306,6,3,22,1,0,0,-1,23,1,0,0,0.20689655172413793,3,0
307,6,4,27,1,0,0,-1,28,0,0,0,1.0,4,0
308,3,2,9,1,4,0,-1,10,0,0,0,0.5,2,0
309,7,3,29,2,0,0,-1,31,0,0,0,2.3333333333333335,3,0
310,6,4,31,1,0,0,1,32,0,0,0,0.8571428571428571,4,0
311,3,4,15,1,0,0,-1,16,0,0,0,0.5,4,0
312,10,2,30,2,0,0,-1,32,0,0,0,3.3333333333333335,2,0
313,10,3,36,1,0,2,-1,37,1,0,0,1.0,3,0
314,5,3,21,1,0,0,-1,22,0,0,0,0.5,3,0
315,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0
316,7,3,25,1,0,1,-1,26,0,0,0,7.0,3,0
317,1,1,1,1,0,0,-1,2,0,0,0,0.14285714285714285,1,0
318,5,2,14,0,0,0,0,14,0,0,0,5.0,2,0
319,1,0,0,0,4,0,-1,0,0,0,0,0.2,0,0
320,5,3,17,1,0,0,-1,18,0,0,0,5.0,3,0
321,2,2,7,1,0,0,-1,8,0,0,0,0.4,2,0
322,5,3,18,0,0,0,-1,18,0,0,0,2.5,3,0
323,1,1,2,1,0,0,-1,3,0,0,0,0.2,1,0
324,5,2,16,1,0,0,-1,17,0,0,0,5.0,2,0
325,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0
326,8,3,27,1,4,0,-1,28,0,0,0,8.0,3,0
327,10,3,34,2,0,0,1,36,1,0,0,1.25,3,0
328,3,1,5,0,0,0,1,5,1,0,0,0.3,1,0
329,3,3,12,1,0,0,-1,13,0,0,0,1.0,3,0
330,5,2,15,2,0,1,0,17,0,0,0,1.6666666666666667,2,0
331,13,3,48,1,0,0,-1,49,0,0,0,2.6,3,0
332,1,0,0,0,3,0,-1,0,0,0,0,0.07692307692307693,0,0
333,4,2,13,1,0,0,-1,14,0,0,0,4.0,2,0
334,6,3,26,1,0,0,-1,27,1,0,0,1.5,3,0
335,8,3,31,2,0,1,-1,33,0,0,0,1.3333333333333333,3,0
336,17,3,59,2,0,1,0,61,1,0,0,2.125,3,0
337,10,3,41,2,0,0,-1,43,0,0,0,0.5882352941176471,3,0
338,7,3,26,2,0,0,-1,28,1,0,0,0.7,3,0
339,4,3,16,1,0,0,-1,17,0,0,0,0.5714285714285714,3,0
340,16,3,65,2,0,0,1,67,0,0,0,4.0,3,0
341,11,3,35,1,0,1,1,36,0,0,0,0.6875,3,0
342,2,2,5,1,0,1,-1,6,0,0,0,0.18181818181818182,2,0
343,11,3,39,1,0,0,-1,40,0,0,0,5.5,3,0
344,7,4,32,1,0,0,-1,33,0,0,0,0.6363636363636364,4,0
345,6,4,27,1,0,0,-1,28,0,0,0,0.8571428571428571,4,0
346,5,3,20,1,0,0,-1,21,0,0,0,0.8333333333333334,3,0
347,4,2,10,1,0,1,-1,11,0,0,0,0.8,2,0
348,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0
349,8,3,29,2,0,0,-1,31,0,0,0,8.0,3,0
350,2,2,5,1,0,0,-1,6,0,0,0,0.25,2,0
351,7,2,18,1,0,1,-1,19,0,0,0,3.5,2,0
352,4,2,13,1,0,0,-1,14,0,0,0,0.5714285714285714,2,0
353,2,2,5,1,0,0,-1,6,0,0,0,0.5,2,0
354,3,2,9,1,0,0,-1,10,0,0,0,1.5,2,0
355,7,3,23,3,0,0,0,26,0,0,0,2.3333333333333335,3,0
356,4,3,15,1,0,0,-1,16,0,0,0,0.5714285714285714,3,0
357,2,2,6,1,0,0,-1,7,0,0,0,0.5,2,0
358,1,0,0,0,4,0,-1,0,0,0,0,0.5,0,0
359,5,2,15,1,0,0,-1,16,0,0,0,5.0,2,0
360,3,2,8,1,0,0,-1,9,0,0,0,0.6,2,0
361,3,2,9,1,0,0,-1,10,0,0,0,1.0,2,0
362,3,2,8,1,0,0,-1,9,0,0,0,1.0,2,0
363,2,4,13,1,0,0,-1,14,0,0,0,0.6666666666666666,4,0
364,1,0,0,0,4,0,-1,0,0,0,0,0.5,0,0
365,1,1,2,1,4,0,-1,3,0,0,0,1.0,1,0
366,2,0,2,0,0,0,1,2,1,0,0,2.0,0,0
367,1,2,4,0,0,0,1,4,0,0,0,0.5,2,0
368,2,3,9,1,0,0,-1,10,0,0,0,2.0,3,0
369,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0
370,2,2,6,1,0,0,-1,7,0,0,0,1.0,2,0
371,3,2,8,1,0,0,-1,9,0,0,0,1.5,2,0
372,7,3,26,2,0,0,-1,28,0,0,0,2.3333333333333335,3,0
373,3,3,12,1,0,0,-1,13,0,0,0,0.42857142857142855,3,0
374,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0
375,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0
376,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0
377,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
378,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0
379,5,3,18,1,1,0,-1,19,0,0,0,2.5,3,0
380,5,2,15,1,0,0,-1,16,0,0,0,1.0,2,0
381,1,1,1,1,0,0,-1,2,0,0,0,0.2,1,0
382,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
383,6,3,20,1,0,0,-1,21,0,0,0,6.0,3,0
384,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0
385,6,3,21,2,0,0,-1,23,0,0,0,6.0,3,0
386,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0
387,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0
388,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
389,2,1,3,1,0,1,-1,4,0,0,0,2.0,1,0
390,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0
391,6,1,11,2,0,0,-1,13,0,0,0,6.0,1,0
392,1,3,5,1,0,0,-1,6,0,1,0,0.16666666666666666,3,0
393,1,4,7,1,0,0,-1,8,0,1,0,1.0,4,0
394,1,1,1,1,0,0,-1,2,2,0,0,1.0,1,0
395,1,1,1,1,0,0,-1,2,2,0,0,1.0,1,0
396,1,1,1,1,0,0,-1,2,2,0,0,1.0,1,0
397,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0
398,2,2,5,1,0,0,-1,6,0,0,0,0.6666666666666666,2,0
399,5,2,15,1,0,0,-1,16,0,0,0,2.5,2,0
400,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0
401,4,2,11,1,0,0,-1,12,0,0,0,4.0,2,0
402,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0
403,1,3,6,1,0,0,-1,7,0,0,0,1.0,3,0
404,2,3,8,2,0,0,-1,10,0,0,0,2.0,3,0
